SYST-MOR-0007097.bam	xxx
SYST-MOR-0007098.bam	xxx
SYST-MOR-0007099.bam	xxx
SYST-MOR-0007100.bam	xxx
SYST-MOR-0007101.bam	xxx
SYST-MOR-0007102.bam	xxx
SYST-MOR-0007103.bam	xxx
SYST-MOR-0007104.bam	xxx
SYST-MOR-0007105.bam	xxx
SYST-MOR-0007106.bam	xxx
SYST-MOR-0007107.bam	xxx
SYST-MOR-0007108.bam	xxx
SYST-MOR-0007109.bam	xxx
SYST-MOR-0007110.bam	xxx
SYST-MOR-0007111.bam	xxx
SYST-MOR-0007112.bam	xxx
SYST-MOR-0007113.bam	xxx
SYST-MOR-0007114.bam	macrocarpa_NMK
SYST-MOR-0007115.bam	macrocarpa_NMK
SYST-MOR-0007116.bam	macrocarpa_NMK
SYST-MOR-0007117.bam	macrocarpa_NMK
SYST-MOR-0007118.bam	macrocarpa_NMK
SYST-MOR-0007119.bam	xxx
SYST-MOR-0007120.bam	alba
SYST-MOR-0007121.bam	xxx
SYST-MOR-0007122.bam	xxx
SYST-MOR-0007123.bam	macrocarpa_SBF
SYST-MOR-0007124.bam	xxx
SYST-MOR-0007125.bam	xxx
SYST-MOR-0007126.bam	macrocarpa_SBF
SYST-MOR-0007127.bam	xxx
SYST-MOR-0007128.bam	xxx
SYST-MOR-0007129.bam	xxx
SYST-MOR-0007130.bam	macrocarpa_BRP
SYST-MOR-0007131.bam	xxx
SYST-MOR-0007132.bam	macrocarpa_BRP
SYST-MOR-0007133.bam	xxx
SYST-MOR-0007134.bam	lyrata
SYST-MOR-0007135.bam	xxx
SYST-MOR-0007136.bam	xxx
SYST-MOR-0007137.bam	macrocarpa_BRP
SYST-MOR-0007138.bam	xxx
SYST-MOR-0007139.bam	xxx
SYST-MOR-0007140.bam	xxx
SYST-MOR-0007141.bam	xxx
SYST-MOR-0007142.bam	xxx
SYST-MOR-0007143.bam	macrocarpa_BRP
SYST-MOR-0007144.bam	xxx
SYST-MOR-0007145.bam	xxx
SYST-MOR-0007146.bam	macrocarpa_BRP
SYST-MOR-0007147.bam	xxx
SYST-MOR-0007148.bam	xxx
SYST-MOR-0007149.bam	xxx
SYST-MOR-0007150.bam	macrocarpa_BRZ
SYST-MOR-0007151.bam	macrocarpa_BRZ
SYST-MOR-0007152.bam	macrocarpa_BRZ
SYST-MOR-0007153.bam	macrocarpa_BRZ
SYST-MOR-0007154.bam	michauxii
SYST-MOR-0007155.bam	xxx
SYST-MOR-0007156.bam	macrocarpa_BRZ
SYST-MOR-0007157.bam	xxx
SYST-MOR-0007158.bam	xxx
SYST-MOR-0007159.bam	macrocarpa_PLM
SYST-MOR-0007160.bam	sinuata
