,Sample,alb1,alb2,bic1,bic2,lob1,lob2,lyr1,lyr2,mac1,mac2,mar,mic,mon,mue1,sin,ste,alb_mic,mic_mon,mic_alb,mue_pri,pri_mue,ste_mar5,sin_mar5,ste_mar,ste_sin,Run,pri,mue2,alb5,bic_lyr,pri2,colnum,species,state,site,lat,long
1,SRR14632920,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,1,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
2,SRR14632920,1.5e-05,NA,1e-05,NA,0.999885,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,4,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
3,SRR14632920,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,21,1e-05,NA,NA,NA,1e-05,,Quercus lobata  Nee.,,,NA,NA
4,SRR14632920,1e-05,NA,1.6e-05,NA,1e-05,0.99988,1e-05,NA,1e-05,NA,NA,1.2e-05,1e-05,1.1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,12,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
5,SRR14632920,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,NA,NA,1e-05,1e-05,NA,NA,1e-05,NA,NA,NA,NA,NA,1e-05,NA,18,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
6,SRR14632920,1.3e-05,NA,1e-05,1e-05,0.999885,NA,1e-05,NA,1e-05,NA,NA,1.2e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,3,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
7,SRR14632920,1e-05,NA,1.5e-05,NA,0.99988,NA,1e-05,1e-05,1e-05,NA,NA,1e-05,1e-05,1.5e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,2,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
8,SRR14632920,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,23,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
9,SRR14632920,1e-05,1e-05,1e-05,NA,0.999889,NA,1e-05,NA,1e-05,1e-05,NA,1.1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,14,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
10,SRR14632920,1e-05,1e-05,1e-05,1e-05,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,20,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
11,SRR14632920,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,5,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
12,SRR14632920,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,6,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
13,SRR14632920,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,8,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
14,SRR14632920,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,22,1e-05,1e-05,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
15,SRR14632920,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
16,SRR14632920,1e-05,NA,1e-05,NA,0.999875,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1.7e-05,1.4e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1.3e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
17,SRR14632920,NA,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,17,1e-05,1e-05,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
18,SRR14632920,1e-05,NA,1e-05,NA,0.999888,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,1.2e-05,NA,NA,NA,NA,NA,10,NA,NA,1e-05,NA,NA,,Quercus lobata  Nee.,,,NA,NA
19,SRR14632920,NA,NA,1e-05,NA,0.999878,NA,1.4e-05,NA,1e-05,1e-05,NA,NA,1.7e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,1e-05,NA,9,1e-05,1e-05,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
20,SRR14632920,1e-05,NA,1e-05,NA,1e-05,0.99989,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,NA,15,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
21,SRR14632920,1e-05,NA,1e-05,1e-05,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,13,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
22,SRR14632920,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,19,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
23,SRR14632920,1e-05,NA,NA,NA,0.999888,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1e-05,NA,NA,1e-05,NA,,Quercus lobata  Nee.,,,NA,NA
24,SRR14632922,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,19,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
25,SRR14632922,NA,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,17,1e-05,1e-05,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
26,SRR14632922,1e-05,NA,1e-05,NA,0.999883,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1.3e-05,1e-05,NA,NA,22,1e-05,1.4e-05,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
27,SRR14632922,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,4,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
28,SRR14632922,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,8,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
29,SRR14632922,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,1,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
30,SRR14632922,1e-05,NA,1e-05,1e-05,0.999879,NA,1e-05,NA,1.4e-05,NA,NA,1e-05,1e-05,1.7e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,13,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
31,SRR14632922,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,5,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
32,SRR14632922,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,1e-05,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,2,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
33,SRR14632922,1e-05,NA,NA,NA,0.99989,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1e-05,NA,NA,1e-05,NA,,Quercus lobata  Nee.,,,NA,NA
34,SRR14632922,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,6,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
35,SRR14632922,1.1e-05,NA,1.5e-05,NA,0.999885,1e-05,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,12,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
36,SRR14632922,1e-05,NA,1e-05,NA,0.999887,NA,1e-05,NA,1e-05,NA,1.3e-05,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,1e-05,NA,NA,NA,NA,NA,10,NA,NA,1e-05,NA,NA,,Quercus lobata  Nee.,,,NA,NA
37,SRR14632922,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,NA,NA,1e-05,1e-05,NA,NA,1e-05,NA,NA,NA,NA,NA,1e-05,NA,18,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
38,SRR14632922,1e-05,1e-05,1e-05,1e-05,0.999881,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1.9e-05,NA,NA,NA,1e-05,NA,20,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
39,SRR14632922,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
40,SRR14632922,1e-05,NA,1e-05,1e-05,0.999886,NA,1e-05,NA,1e-05,NA,NA,1e-05,1.4e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,3,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
41,SRR14632922,1e-05,NA,1e-05,NA,0.999883,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1.7e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
42,SRR14632922,1e-05,NA,1e-05,NA,1e-05,0.999889,1e-05,NA,1e-05,NA,1e-05,NA,NA,1.1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,NA,15,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
43,SRR14632922,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,14,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
44,SRR14632922,NA,NA,1e-05,NA,0.999888,NA,1e-05,NA,1e-05,1e-05,NA,NA,1.2e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,1e-05,NA,9,1e-05,1e-05,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
45,SRR14632922,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,23,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
46,SRR14632922,1.2e-05,NA,1e-05,NA,0.999884,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1.4e-05,NA,NA,21,1e-05,NA,NA,NA,1e-05,,Quercus lobata  Nee.,,,NA,NA
47,SRR14632924,1e-05,1e-05,1e-05,1e-05,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,20,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
48,SRR14632924,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,22,1e-05,1e-05,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
49,SRR14632924,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,14,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
50,SRR14632924,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,19,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
51,SRR14632924,1.3e-05,1e-05,1e-05,NA,0.999887,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,8,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
52,SRR14632924,1e-05,NA,1e-05,NA,0.999877,1e-05,1.1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,1.6e-05,NA,NA,NA,NA,NA,NA,NA,15,1.6e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
53,SRR14632924,NA,NA,1e-05,NA,0.999882,NA,1e-05,NA,1.5e-05,NA,1e-05,NA,1.3e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,17,1e-05,1e-05,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
54,SRR14632924,1e-05,NA,1.7e-05,1e-05,0.999882,NA,1e-05,NA,1e-05,NA,NA,1e-05,1.1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,13,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
55,SRR14632924,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,1e-05,NA,NA,NA,NA,NA,10,NA,NA,1e-05,NA,NA,,Quercus lobata  Nee.,,,NA,NA
56,SRR14632924,1e-05,NA,1.7e-05,NA,0.999881,1e-05,1e-05,NA,1.1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,12,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
57,SRR14632924,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,1,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
58,SRR14632924,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,6,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
59,SRR14632924,1e-05,NA,1e-05,NA,0.999884,NA,1e-05,NA,1e-05,1e-05,1e-05,1.5e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,4,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
60,SRR14632924,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,1e-05,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,2,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
61,SRR14632924,1e-05,1e-05,1.7e-05,NA,0.999882,NA,1e-05,NA,1e-05,1e-05,NA,NA,NA,1e-05,1e-05,NA,NA,1e-05,NA,NA,NA,NA,NA,1e-05,NA,18,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
62,SRR14632924,1e-05,NA,1e-05,NA,0.999863,NA,1e-05,NA,1e-05,NA,1.9e-05,1e-05,1e-05,1.8e-05,1.9e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
63,SRR14632924,1e-05,NA,NA,NA,0.999887,NA,NA,NA,1.1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1.2e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1e-05,NA,NA,1e-05,NA,,Quercus lobata  Nee.,,,NA,NA
64,SRR14632924,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,23,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
65,SRR14632924,1e-05,NA,1e-05,1e-05,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,3,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
66,SRR14632924,NA,NA,1e-05,NA,0.999879,NA,1.4e-05,NA,1.3e-05,1e-05,NA,NA,1e-05,1.2e-05,1.1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,1e-05,NA,9,1e-05,1e-05,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
67,SRR14632924,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
68,SRR14632924,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,5,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
69,SRR14632924,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,21,1e-05,NA,NA,NA,1e-05,,Quercus lobata  Nee.,,,NA,NA
70,SRR14632927,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,23,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
71,SRR14632927,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,14,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
72,SRR14632927,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,22,1e-05,1e-05,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
73,SRR14632927,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,21,1e-05,NA,NA,NA,1e-05,,Quercus lobata  Nee.,,,NA,NA
74,SRR14632927,1e-05,NA,1e-05,NA,0.999889,NA,1e-05,NA,1e-05,NA,1.1e-05,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,1e-05,NA,NA,NA,NA,NA,10,NA,NA,1e-05,NA,NA,,Quercus lobata  Nee.,,,NA,NA
75,SRR14632927,1e-05,NA,1e-05,NA,1e-05,0.99989,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,NA,15,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
76,SRR14632927,1e-05,1e-05,1e-05,NA,0.999886,NA,1e-05,NA,1e-05,NA,NA,1.4e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,8,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
77,SRR14632927,NA,NA,1e-05,NA,0.999877,NA,1e-05,NA,1e-05,1e-05,NA,NA,1e-05,1.3e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,1.1e-05,NA,9,1.8e-05,1e-05,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
78,SRR14632927,1e-05,NA,NA,NA,0.999882,NA,NA,NA,1e-05,1.1e-05,1.7e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1e-05,NA,NA,1e-05,NA,,Quercus lobata  Nee.,,,NA,NA
79,SRR14632927,NA,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,17,1e-05,1e-05,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
80,SRR14632927,1e-05,NA,1e-05,NA,0.999888,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1.2e-05,NA,NA,NA,1e-05,NA,19,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
81,SRR14632927,1e-05,NA,1e-05,1e-05,0.999888,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1.2e-05,NA,13,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
82,SRR14632927,1.3e-05,NA,1e-05,NA,1e-05,0.999881,1e-05,NA,1e-05,NA,NA,1e-05,1.6e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,12,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
83,SRR14632927,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
84,SRR14632927,1e-05,1e-05,1e-05,1e-05,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,20,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
85,SRR14632927,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,4,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
86,SRR14632927,1e-05,NA,1e-05,NA,0.999885,NA,1e-05,1e-05,1e-05,NA,NA,1e-05,1.5e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,2,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
87,SRR14632927,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,1,NA,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
88,SRR14632927,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,6,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
89,SRR14632927,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,5,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
90,SRR14632927,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
91,SRR14632927,1e-05,1e-05,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,NA,NA,NA,1e-05,1e-05,NA,NA,1e-05,NA,NA,NA,NA,NA,1e-05,NA,18,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
92,SRR14632927,1e-05,NA,1e-05,1e-05,0.99989,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,3,1e-05,NA,NA,NA,NA,,Quercus lobata  Nee.,,,NA,NA
93,SRR14632928,1e-05,NA,NA,NA,0.99987,NA,NA,NA,1e-05,1e-05,1.9e-05,1e-05,1e-05,1e-05,1.2e-05,1.9e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1e-05,NA,NA,1e-05,NA,,Quercus lobata  Nee.,,,NA,NA
