,Sample,alb1,alb2,bic1,bic2,lob1,lob2,lyr1,lyr2,mac1,mac2,mar,mic,mon,mue1,sin,ste,alb_mic,mic_mon,mic_alb,mue_pri,pri_mue,ste_mar5,sin_mar5,ste_mar,ste_sin,Run,pri,mue2,alb5,bic_lyr,pri2,colnum,species,state,site,lat,long
1415,SYST-MOR-0006848,NA,NA,1e-05,NA,0.057232,NA,1e-05,NA,0.001069,1e-05,NA,NA,0.032297,1e-05,1e-05,NA,0.052079,NA,NA,NA,NA,NA,NA,0.787316,NA,9,0.069947,1e-05,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1416,SYST-MOR-0006848,1e-05,NA,1e-05,NA,0.104534,NA,1e-05,NA,1e-05,1e-05,0.877821,1.9e-05,0.017546,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,4,1e-05,NA,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1417,SYST-MOR-0006848,1e-05,NA,1e-05,NA,0.104444,NA,1e-05,NA,1e-05,NA,0.876575,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,1e-05,NA,NA,NA,NA,NA,10,NA,NA,0.018891,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1418,SYST-MOR-0006848,1e-05,NA,1e-05,NA,0.12952,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,0.016558,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.472585,0.381257,NA,NA,1,NA,NA,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1419,SYST-MOR-0006848,NA,NA,1e-05,NA,0.052561,NA,1e-05,NA,1e-05,NA,0.883495,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,17,0.063854,1e-05,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1420,SYST-MOR-0006848,1e-05,NA,1e-05,NA,0.082325,NA,1e-05,NA,1e-05,NA,NA,1e-05,0.011916,1e-05,NA,NA,NA,NA,NA,NA,NA,0.510013,0.34303,NA,NA,21,0.052645,NA,NA,NA,1e-05,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1421,SYST-MOR-0006848,1e-05,NA,1e-05,NA,0.070965,NA,1e-05,1e-05,1e-05,NA,NA,0.006979,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,0.502414,0.364909,NA,NA,2,0.054663,NA,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1422,SYST-MOR-0006848,1e-05,NA,1e-05,NA,0.132549,NA,1e-05,NA,1e-05,NA,0.867351,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1e-05,NA,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1423,SYST-MOR-0006848,0.012797,NA,1e-05,1e-05,0.047039,NA,1e-05,NA,1e-05,NA,NA,1e-05,0.051643,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.826233,NA,3,0.062218,NA,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1424,SYST-MOR-0006848,1e-05,1e-05,1e-05,NA,0.084517,NA,1e-05,NA,1e-05,1e-05,NA,0.060229,1e-05,NA,1e-05,NA,NA,NA,NA,0.05504,NA,NA,NA,0.800134,NA,14,NA,NA,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1425,SYST-MOR-0006848,0.000123,NA,NA,NA,0.140483,NA,NA,NA,1e-05,1e-05,0.859304,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1e-05,NA,NA,1e-05,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1426,SYST-MOR-0006848,1e-05,1e-05,1e-05,1e-05,0.125926,NA,1e-05,NA,1e-05,NA,NA,0.010858,0.056185,NA,0.058159,NA,NA,NA,NA,1e-05,NA,NA,NA,0.748802,NA,20,NA,NA,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1427,SYST-MOR-0006848,1e-05,NA,1e-05,NA,1e-05,0.205081,1e-05,NA,1e-05,NA,NA,1.7e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.761538,NA,12,0.033284,NA,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1428,SYST-MOR-0006848,0.024418,NA,1e-05,NA,0.091888,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,0.021821,1e-05,0.02885,NA,NA,NA,NA,NA,NA,NA,NA,0.779244,NA,5,0.053719,NA,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1429,SYST-MOR-0006848,1e-05,NA,1e-05,NA,0.108282,NA,1e-05,NA,1e-05,NA,0.891618,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1e-05,NA,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1430,SYST-MOR-0006848,0.037175,NA,1e-05,NA,0.096798,NA,1e-05,NA,1e-05,NA,NA,1e-05,0.012413,1e-05,NA,NA,NA,NA,NA,NA,NA,0.518136,0.335407,NA,NA,22,1e-05,1e-05,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1431,SYST-MOR-0006848,1e-05,1e-05,1e-05,NA,0.088355,NA,1e-05,NA,1e-05,1e-05,NA,NA,NA,1e-05,1e-05,NA,NA,1e-05,NA,NA,NA,NA,NA,0.791214,NA,18,0.120341,NA,NA,NA,NA,OK_RRC_113_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436552,-98.353515
1432,SYST-MOR-0006849,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,NA,1e-05,1e-05,0.99989,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,2,1e-05,NA,NA,NA,NA,OK_RRC_114_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.436538,-98.353515
1433,SYST-MOR-0006849,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,0.99989,NA,NA,NA,NA,NA,10,NA,NA,1e-05,NA,NA,OK_RRC_114_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.436538,-98.353515
1434,SYST-MOR-0006849,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,0.43651,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.56339,NA,NA,NA,NA,OK_RRC_114_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.436538,-98.353515
1435,SYST-MOR-0006849,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,0.99989,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,5,1e-05,NA,NA,NA,NA,OK_RRC_114_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.436538,-98.353515
1436,SYST-MOR-0006849,NA,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,0.99989,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,17,1e-05,1e-05,NA,NA,NA,OK_RRC_114_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.436538,-98.353515
1437,SYST-MOR-0006850,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,0.99989,1e-05,1e-05,1e-05,NA,NA,23,NA,NA,NA,NA,NA,OK_RRC_115_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.436037,-98.353944
1438,SYST-MOR-0006850,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,NA,NA,0.433117,1e-05,NA,NA,1e-05,NA,NA,NA,NA,NA,1e-05,NA,18,0.566783,NA,NA,NA,NA,OK_RRC_115_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.436037,-98.353944
1439,SYST-MOR-0006850,1e-05,NA,NA,NA,1e-05,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.99989,NA,NA,1e-05,NA,OK_RRC_115_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.436037,-98.353944
1440,SYST-MOR-0006851,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1.1e-05,NA,NA,NA,NA,NA,NA,0.999889,1e-05,1e-05,1e-05,NA,NA,1,NA,NA,NA,NA,NA,OK_RRC_116_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.445521,-98.353315
1441,SYST-MOR-0006851,1e-05,NA,1e-05,NA,1.6e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,0.999884,NA,NA,NA,1e-05,NA,19,NA,NA,NA,NA,NA,OK_RRC_116_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.445521,-98.353315
1442,SYST-MOR-0006851,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1.1e-05,1e-05,1.2e-05,1e-05,0.999887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,4,1e-05,NA,NA,NA,NA,OK_RRC_116_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.445521,-98.353315
1443,SYST-MOR-0006851,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,0.99989,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,NA,12,1e-05,NA,NA,NA,NA,OK_RRC_116_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.445521,-98.353315
1444,SYST-MOR-0006851,1.7e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,2e-05,NA,NA,NA,NA,0.999873,NA,NA,NA,1e-05,NA,14,NA,NA,NA,NA,NA,OK_RRC_116_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.445521,-98.353315
1445,SYST-MOR-0006851,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,NA,1e-05,1e-05,0.848449,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,2,0.151451,NA,NA,NA,NA,OK_RRC_116_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.445521,-98.353315
1446,SYST-MOR-0006851,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,0.893332,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0.106568,NA,NA,NA,NA,OK_RRC_116_MG,Quercus muehlenbergii Engelm.,Oklahoma,Red Rock Canyon Adventure Park ,35.445521,-98.353315
1447,SYST-MOR-0006852,1e-05,NA,1.2e-05,NA,1e-05,NA,1e-05,1e-05,0.999876,NA,NA,1e-05,1.7e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1.4e-05,NA,NA,2,1e-05,NA,NA,NA,NA,OK_RRC_117_MG,Quercus macrocarpa Michx.,Oklahoma,Red Rock Canyon Adventure Park ,35.450242,-98.352764
1448,SYST-MOR-0006853,1e-05,NA,2e-05,NA,1e-05,NA,1e-05,NA,0.99988,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,4,1e-05,NA,NA,NA,NA,OK_RRC_118_MG,Quercus macrocarpa Michx.,Oklahoma,Red Rock Canyon Adventure Park ,35.456636,-98.35433
1449,SYST-MOR-0006854,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1e-05,NA,NA,NA,NA,OK_RRC_119_MG,Quercus macrocarpa Michx.,Oklahoma,Red Rock Canyon Adventure Park ,35.457221,-98.353656
1450,SYST-MOR-0006855,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,0.544351,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,0.455549,1e-05,1e-05,1e-05,NA,NA,1,NA,NA,NA,NA,NA,OK_RRC_120_MG,Quercus macrocarpa Michx.,Oklahoma,Red Rock Canyon Adventure Park ,35.457323,-98.35242
1451,SYST-MOR-0006856,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1e-05,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1452,SYST-MOR-0006856,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,NA,1.5e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,0.665105,0.33479,NA,NA,21,1e-05,NA,NA,NA,1e-05,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1453,SYST-MOR-0006856,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.99989,NA,3,1e-05,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1454,SYST-MOR-0006856,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,0.997705,1e-05,1e-05,1e-05,0.002195,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1e-05,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1455,SYST-MOR-0006856,1e-05,1e-05,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,0.99989,NA,20,NA,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1456,SYST-MOR-0006856,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1.8e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.999882,NA,12,1e-05,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1457,SYST-MOR-0006856,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,0.67675,0.32315,NA,NA,22,1e-05,1e-05,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1458,SYST-MOR-0006856,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.99989,NA,6,1e-05,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1459,SYST-MOR-0006856,1e-05,NA,1e-05,NA,1e-05,NA,1.1e-05,NA,1e-05,1.5e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.674616,0.325277,NA,NA,1,NA,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1460,SYST-MOR-0006856,NA,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,17,1e-05,1e-05,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1461,SYST-MOR-0006856,NA,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,0.997122,NA,9,0.002778,1e-05,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1462,SYST-MOR-0006856,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.634939,0.364961,NA,NA,23,NA,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1463,SYST-MOR-0006856,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,NA,NA,1e-05,1e-05,NA,NA,1e-05,NA,NA,NA,NA,NA,0.99989,NA,18,1e-05,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1464,SYST-MOR-0006856,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,0.99989,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,1e-05,NA,19,NA,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1465,SYST-MOR-0006856,1e-05,NA,NA,NA,1e-05,NA,NA,NA,1e-05,1e-05,0.999884,1e-05,1e-05,1e-05,1e-05,1.6e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1e-05,NA,NA,1e-05,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1466,SYST-MOR-0006856,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,0.672953,0.326943,NA,NA,2,1.4e-05,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1467,SYST-MOR-0006856,1.2e-05,NA,1.9e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,0.999863,1.6e-05,1e-05,NA,1.4e-05,1e-05,NA,NA,NA,1.5e-05,NA,NA,NA,NA,NA,10,NA,NA,1e-05,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1468,SYST-MOR-0006856,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,1.3e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,0.641416,0.35848,NA,NA,8,1e-05,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1469,SYST-MOR-0006856,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,0.999883,1e-05,1e-05,1.7e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,4,1e-05,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1470,SYST-MOR-0006856,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,1e-05,NA,NA,NA,0.99989,NA,14,NA,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1471,SYST-MOR-0006856,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.99989,NA,13,1e-05,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1472,SYST-MOR-0006856,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.99989,NA,5,1e-05,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1473,SYST-MOR-0006856,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,0.999882,NA,NA,1e-05,1e-05,1.8e-05,NA,1e-05,NA,NA,NA,NA,NA,NA,NA,15,1e-05,NA,NA,NA,NA,OK_RRC_121_MG,Quercus margaretiae Ashe ex Small,Oklahoma,Red Rock Canyon Adventure Park ,35.436058,-98.355746
1474,SYST-MOR-0006857,NA,NA,1e-05,NA,1e-05,NA,1e-05,NA,0.99989,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,17,1e-05,1e-05,NA,NA,NA,OK_TGP_122_MG,Quercus macrocarpa Michx.,Oklahoma,Tallgrass Prairie Preserve ,36.845101,-96.426448
1475,SYST-MOR-0006857,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,0.99989,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,23,NA,NA,NA,NA,NA,OK_TGP_122_MG,Quercus macrocarpa Michx.,Oklahoma,Tallgrass Prairie Preserve ,36.845101,-96.426448
1476,SYST-MOR-0006858,1.3e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,0.999887,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,1e-05,1e-05,NA,NA,2,1e-05,NA,NA,NA,NA,OK_TGP_123_MG,Quercus macrocarpa Michx.,Oklahoma,Tallgrass Prairie Preserve ,36.845784,-96.426594
1477,SYST-MOR-0006859,1e-05,NA,1e-05,NA,1e-05,1e-05,1.2e-05,NA,1.2e-05,NA,NA,1e-05,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.999885,NA,12,1e-05,NA,NA,NA,NA,OK_TGP_124_MG,Quercus stellata Wangenh.,Oklahoma,Tallgrass Prairie Preserve ,36.845564,-96.428413
1478,SYST-MOR-0006859,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,1e-05,1e-05,0.99989,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,1e-05,NA,NA,NA,NA,OK_TGP_124_MG,Quercus stellata Wangenh.,Oklahoma,Tallgrass Prairie Preserve ,36.845564,-96.428413
1479,SYST-MOR-0006859,1e-05,NA,1.4e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,0.999886,NA,NA,NA,1e-05,NA,NA,NA,NA,NA,10,NA,NA,1e-05,NA,NA,OK_TGP_124_MG,Quercus stellata Wangenh.,Oklahoma,Tallgrass Prairie Preserve ,36.845564,-96.428413
1480,SYST-MOR-0006859,1e-05,NA,1e-05,NA,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,0.99988,NA,1.1e-05,NA,NA,NA,NA,NA,NA,NA,15,1.8e-05,NA,NA,NA,NA,OK_TGP_124_MG,Quercus stellata Wangenh.,Oklahoma,Tallgrass Prairie Preserve ,36.845564,-96.428413
1481,SYST-MOR-0006859,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,NA,1e-05,1e-05,1e-05,NA,NA,NA,NA,NA,NA,NA,0.99989,1e-05,NA,NA,22,1e-05,1e-05,NA,NA,NA,OK_TGP_124_MG,Quercus stellata Wangenh.,Oklahoma,Tallgrass Prairie Preserve ,36.845564,-96.428413
1482,SYST-MOR-0006859,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,NA,NA,NA,NA,NA,1e-05,1e-05,0.99989,1e-05,NA,NA,23,NA,NA,NA,NA,NA,OK_TGP_124_MG,Quercus stellata Wangenh.,Oklahoma,Tallgrass Prairie Preserve ,36.845564,-96.428413
1483,SYST-MOR-0006859,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,NA,NA,1e-05,1e-05,NA,NA,1e-05,NA,NA,NA,NA,NA,0.99989,NA,18,1e-05,NA,NA,NA,NA,OK_TGP_124_MG,Quercus stellata Wangenh.,Oklahoma,Tallgrass Prairie Preserve ,36.845564,-96.428413
1484,SYST-MOR-0006860,1e-05,1e-05,1e-05,NA,1e-05,NA,1e-05,NA,1e-05,1e-05,NA,1e-05,1e-05,NA,1e-05,NA,NA,NA,NA,0.99989,NA,NA,NA,1e-05,NA,14,NA,NA,NA,NA,NA,OK_TGP_125_MG,Quercus muehlenbergii Engelm.,Oklahoma,Tallgrass Prairie Preserve ,36.845779,-96.428592
