,sample,alb,biclyr,lob,mac,micmon,muepri,sinstemar,pureCount,hybCount,hyb,sinstemar_1,muepri_1,alb_1,biclyr_1,lob_1,mac1_1,mac2_1,micmon_1,macComb,
268,SYST-MOR-0006967,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
269,SYST-MOR-0006968,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.007218,1.00E-05,0.035738,0.956994,1.00E-05,0.992732,TRUE
270,SYST-MOR-0006969,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
271,SYST-MOR-0006970,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
272,SYST-MOR-0006971,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
273,SYST-MOR-0006972,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.993638,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.006302,1.00E-05,0.006312,FALSE
274,SYST-MOR-0006973,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.014964,1.10E-05,0.445454,0.539531,1.00E-05,0.984985,TRUE
275,SYST-MOR-0006974,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.999929,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,2.10E-05,FALSE
276,SYST-MOR-0006975,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.014472,1.00E-05,0.429427,0.556051,1.00E-05,0.985478,TRUE
277,SYST-MOR-0006976,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.977267,1.00E-05,1.00E-05,1.00E-05,0.022673,1.00E-05,0.022683,TRUE
278,SYST-MOR-0006977,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.002576,1.00E-05,1.00E-05,0.29522,0.702153,1.00E-05,0.997373,TRUE
279,SYST-MOR-0006978,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,0.005795,0.994145,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
280,SYST-MOR-0006979,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.005587,1.00E-05,0.207308,0.787054,1.00E-05,0.994362,TRUE
281,SYST-MOR-0006980,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,0.000376,0.006373,1.00E-05,1.00E-05,0.322844,0.670366,1.00E-05,0.99321,TRUE
282,SYST-MOR-0006981,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.999928,1.00E-05,1.00E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,2.20E-05,FALSE
283,SYST-MOR-0006982,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.989201,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.010739,2.00E-05,FALSE
284,SYST-MOR-0006983,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
285,SYST-MOR-0006984,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
286,SYST-MOR-0006985,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.96579,1.00E-05,1.00E-05,1.00E-05,0.03415,1.00E-05,1.00E-05,0.03416,FALSE
287,SYST-MOR-0006986,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.975488,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.024452,1.00E-05,0.024462,FALSE
288,SYST-MOR-0006987,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.993398,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.006542,1.00E-05,0.006552,FALSE
289,SYST-MOR-0006988,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.975184,1.00E-05,1.00E-05,1.00E-05,0.024756,1.00E-05,1.00E-05,0.024766,FALSE
290,SYST-MOR-0006989,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.992753,0.007187,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
291,SYST-MOR-0006990,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.967476,1.00E-05,1.00E-05,1.00E-05,0.03246,1.40E-05,1.00E-05,0.032474,FALSE
292,SYST-MOR-0006991,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.994081,1.00E-05,1.00E-05,0.005859,1.00E-05,1.00E-05,0.005869,TRUE
293,SYST-MOR-0006992,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.999929,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,2.10E-05,TRUE
294,SYST-MOR-0006993,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,0.004569,0.995371,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
295,SYST-MOR-0006994,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
296,SYST-MOR-0006995,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.983745,1.00E-05,0.016195,1.00E-05,1.00E-05,0.016205,TRUE
297,SYST-MOR-0006996,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.979743,1.00E-05,1.00E-05,0.020197,1.00E-05,0.020207,TRUE
298,SYST-MOR-0006997,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.985986,1.00E-05,1.00E-05,0.013954,1.00E-05,0.013964,TRUE
299,SYST-MOR-0006998,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.492948,0.002801,0.003316,0.118301,0.382603,1.00E-05,0.500904,TRUE
300,SYST-MOR-0006999,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.004712,1.70E-05,0.162333,0.832898,1.00E-05,0.995231,TRUE
301,SYST-MOR-0007000,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
302,SYST-MOR-0007001,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.163327,0.836613,1.00E-05,0.99994,TRUE
303,SYST-MOR-0007002,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.313334,0.686606,1.00E-05,0.99994,TRUE
304,SYST-MOR-0007003,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.50E-05,0.091563,0.908372,1.00E-05,0.999935,TRUE
305,SYST-MOR-0007004,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
306,SYST-MOR-0007005,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
307,SYST-MOR-0007006,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.00E-05,0.920401,1.00E-05,1.00E-05,0.079539,1.00E-05,0.079549,TRUE
308,SYST-MOR-0007007,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
309,SYST-MOR-0007008,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
310,SYST-MOR-0007009,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,0.006081,0.98692,1.30E-05,1.00E-05,1.00E-05,0.006947,1.00E-05,0.006957,FALSE
311,SYST-MOR-0007010,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.00E-05,0.899167,1.00E-05,0.021519,0.079264,1.00E-05,0.100783,TRUE
312,SYST-MOR-0007011,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.994447,1.00E-05,1.00E-05,0.005493,1.00E-05,1.00E-05,0.005503,TRUE
313,SYST-MOR-0007012,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
314,SYST-MOR-0007013,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
315,SYST-MOR-0007014,none,hybrid?,none,pure?,none,none,none,1,1,uncertain hybrid,1.00E-05,1.00E-05,1.00E-05,0.02176,1.00E-05,0.273862,0.704329,1.00E-05,0.978191,TRUE
316,SYST-MOR-0007015,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
317,SYST-MOR-0007016,none,none,none,pure?,none,none,none,1,0,pure,0.00408,1.10E-05,1.00E-05,1.00E-05,1.00E-05,0.612986,0.382883,1.00E-05,0.995869,TRUE
318,SYST-MOR-0007017,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
319,SYST-MOR-0007018,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.650381,0.349559,1.00E-05,0.99994,TRUE
320,SYST-MOR-0007019,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
321,SYST-MOR-0007020,none,none,none,pure?,none,none,none,1,0,pure,1.70E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.645434,0.354499,1.00E-05,0.999933,TRUE
322,SYST-MOR-0007021,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
323,SYST-MOR-0007022,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.688977,0.310962,1.00E-05,0.999939,TRUE
324,SYST-MOR-0007023,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
325,SYST-MOR-0007024,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.822303,0.177637,1.00E-05,0.99994,TRUE
326,SYST-MOR-0007025,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.999927,1.00E-05,1.00E-05,1.30E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
327,SYST-MOR-0007026,none,none,none,none,none,none,pure?,1,0,pure,0.989801,1.00E-05,1.00E-05,1.00E-05,1.20E-05,1.00E-05,0.010137,1.00E-05,0.010147,FALSE
328,SYST-MOR-0007027,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
329,SYST-MOR-0007028,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
330,SYST-MOR-0007029,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
331,SYST-MOR-0007030,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
332,SYST-MOR-0007031,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
333,SYST-MOR-0007032,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
334,SYST-MOR-0007033,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
335,SYST-MOR-0007034,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
336,SYST-MOR-0007035,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
337,SYST-MOR-0007036,none,none,none,none,none,pure?,none,1,0,pure,1.40E-05,0.999926,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
338,SYST-MOR-0007037,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.766164,0.233776,1.00E-05,0.99994,TRUE
339,SYST-MOR-0007038,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,0.002021,1.00E-05,1.00E-05,1.00E-05,0.592715,0.405214,1.00E-05,0.997929,TRUE
340,SYST-MOR-0007039,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
341,SYST-MOR-0007040,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,0.009161,1.00E-05,1.00E-05,1.00E-05,0.581086,0.409703,1.00E-05,0.990789,TRUE
342,SYST-MOR-0007041,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
343,SYST-MOR-0007042,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.678592,0.321348,1.00E-05,0.99994,TRUE
344,SYST-MOR-0007043,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
345,SYST-MOR-0007044,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
346,SYST-MOR-0007045,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.526945,0.472995,1.00E-05,0.99994,TRUE
347,SYST-MOR-0007046,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.999927,1.00E-05,1.00E-05,1.30E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
348,SYST-MOR-0007047,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.30E-05,0.694474,1.10E-05,0.066063,0.23941,1.00E-05,0.305473,TRUE
349,SYST-MOR-0007048,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.00E-05,0.088965,1.30E-05,0.195888,0.715094,1.00E-05,0.910982,TRUE
350,SYST-MOR-0007049,none,hybrid?,none,pure?,none,none,none,1,1,uncertain hybrid,1.00E-05,1.00E-05,1.00E-05,0.025527,1.00E-05,0.270539,0.703884,1.00E-05,0.974423,TRUE
351,SYST-MOR-0007050,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.00E-05,0.517644,1.00E-05,0.100724,0.381582,1.00E-05,0.482306,TRUE
352,SYST-MOR-0007051,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
353,SYST-MOR-0007052,hybrid?,hybrid?,none,none,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.257986,0.705869,1.00E-05,1.00E-05,0.036095,1.00E-05,0.036105,TRUE
354,SYST-MOR-0007053,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
355,SYST-MOR-0007054,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.976719,1.00E-05,1.00E-05,1.00E-05,0.023221,1.00E-05,0.023231,TRUE
356,SYST-MOR-0007055,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.00E-05,0.774094,1.00E-05,0.0207,0.205156,1.00E-05,0.225856,TRUE
357,SYST-MOR-0007056,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.50E-05,1.00E-05,1.00E-05,0.486812,1.00E-05,0.060299,0.452833,1.00E-05,0.513132,TRUE
358,SYST-MOR-0007057,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.972369,1.00E-05,1.00E-05,0.027571,1.00E-05,0.027581,TRUE
359,SYST-MOR-0007058,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.523912,0.009722,1.00E-05,0.020758,0.445567,1.00E-05,0.466325,TRUE
360,SYST-MOR-0007059,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.962734,1.00E-05,1.00E-05,0.037206,1.00E-05,0.037216,TRUE
361,SYST-MOR-0007060,none,pure?,none,hybrid?,none,none,none,1,1,uncertain hybrid,1.00E-05,1.00E-05,1.00E-05,0.930848,1.00E-05,1.00E-05,0.069092,1.00E-05,0.069102,TRUE
362,SYST-MOR-0007061,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
363,SYST-MOR-0007062,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
364,SYST-MOR-0007063,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
365,SYST-MOR-0007064,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.990523,1.00E-05,1.00E-05,1.00E-05,0.009417,1.00E-05,0.009427,TRUE
366,SYST-MOR-0007065,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
367,SYST-MOR-0007066,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,0.005575,1.00E-05,0.006784,1.30E-05,0.10443,0.883168,1.00E-05,0.987598,FALSE
368,SYST-MOR-0007067,none,hybrid?,none,hybrid?,none,hybrid?,none,0,3,hybrid,1.00E-05,0.190168,1.00E-05,0.123504,1.40E-05,0.094046,0.592238,1.00E-05,0.686284,TRUE
369,SYST-MOR-0007068,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.20E-05,0.800991,1.00E-05,1.00E-05,0.198946,1.00E-05,0.198956,TRUE
370,SYST-MOR-0007069,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.036632,1.00E-05,0.145442,0.817876,1.00E-05,0.963318,TRUE
371,SYST-MOR-0007070,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.024502,0.002309,0.212472,0.760676,1.00E-05,0.973148,TRUE
372,SYST-MOR-0007071,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.011292,1.00E-05,1.00E-05,0.988648,1.00E-05,0.988658,TRUE
373,SYST-MOR-0007072,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,0.039068,0.960871,1.00E-05,0.999939,TRUE
374,SYST-MOR-0007073,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.20E-05,1.90E-05,0.999919,1.00E-05,0.999938,TRUE
375,SYST-MOR-0007074,none,hybrid?,none,pure?,none,none,none,1,1,uncertain hybrid,1.00E-05,1.00E-05,1.00E-05,0.032213,1.00E-05,0.047571,0.920166,1.00E-05,0.967737,TRUE
376,SYST-MOR-0007075,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.976454,1.00E-05,1.00E-05,1.00E-05,0.023486,1.00E-05,0.023496,TRUE
377,SYST-MOR-0007076,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.00E-05,0.080181,1.00E-05,0.052968,0.866802,1.00E-05,0.91977,TRUE
378,SYST-MOR-0007077,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.492479,0.007272,1.00E-05,1.00E-05,0.5002,1.00E-05,0.50021,TRUE
379,SYST-MOR-0007078,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.878993,1.00E-05,1.00E-05,1.00E-05,0.120947,1.00E-05,0.120957,TRUE
380,SYST-MOR-0007079,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.993603,1.00E-05,1.00E-05,0.006337,1.00E-05,1.00E-05,0.006347,TRUE
381,SYST-MOR-0007080,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.999928,1.00E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,2.20E-05,TRUE
382,SYST-MOR-0007081,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
383,SYST-MOR-0007082,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.10E-05,0.15709,0.019253,1.00E-05,0.10594,0.717675,1.00E-05,0.823615,TRUE
384,SYST-MOR-0007083,hybrid?,hybrid?,none,hybrid?,none,none,none,0,3,hybrid,1.00E-05,1.00E-05,0.172289,0.147993,1.00E-05,1.00E-05,0.679668,1.00E-05,0.679678,TRUE
385,SYST-MOR-0007084,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
386,SYST-MOR-0007085,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.089478,0.038893,1.00E-05,0.063149,0.80844,1.00E-05,0.871589,TRUE
387,SYST-MOR-0007086,none,hybrid?,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,1.20E-05,0.063191,1.00E-05,0.011934,0.924823,1.00E-05,0.936757,TRUE
388,SYST-MOR-0007087,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
389,SYST-MOR-0007088,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.031492,1.00E-05,0.03433,0.934127,1.00E-05,0.968457,TRUE
390,SYST-MOR-0007089,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.999929,1.00E-05,1.00E-05,1.10E-05,1.00E-05,1.00E-05,2.10E-05,TRUE
391,SYST-MOR-0007090,none,none,none,none,pure?,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,2.00E-05,FALSE
392,SYST-MOR-0007091,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
393,SYST-MOR-0007092,none,none,none,none,pure?,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,2.00E-05,FALSE
394,SYST-MOR-0007093,none,none,none,none,pure?,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,2.00E-05,FALSE
395,SYST-MOR-0007094,none,none,none,none,pure?,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,2.00E-05,FALSE
396,SYST-MOR-0007095,none,none,none,none,pure?,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,1.00E-05,0.999929,2.00E-05,FALSE
397,SYST-MOR-0007096,none,none,none,hybrid?,none,hybrid?,none,0,2,hybrid,1.00E-05,0.90983,0.021448,1.00E-05,1.00E-05,0.033104,0.035577,1.00E-05,0.068681,TRUE
398,SYST-MOR-0007097,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
399,SYST-MOR-0007098,none,none,none,hybrid?,none,hybrid?,none,0,2,hybrid,1.00E-05,0.928742,0.020427,1.00E-05,1.00E-05,0.044677,0.006114,1.00E-05,0.050791,TRUE
400,SYST-MOR-0007099,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.973426,1.00E-05,1.00E-05,1.00E-05,0.001045,0.025479,1.00E-05,0.026524,FALSE
401,SYST-MOR-0007100,none,none,none,hybrid?,none,hybrid?,none,0,2,hybrid,1.50E-05,0.898946,0.027595,1.00E-05,1.00E-05,0.061291,0.012122,1.00E-05,0.073413,TRUE
402,SYST-MOR-0007101,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.999929,1.00E-05,1.10E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
403,SYST-MOR-0007102,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.90E-05,0.999921,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
