,sample,alb,biclyr,lob,mac,micmon,muepri,sinstemar,pureCount,hybCount,hyb,sinstemar_1,muepri_1,alb_1,biclyr_1,lob_1,mac1_1,mac2_1,micmon_1,macComb,
132,SYST-MOR-0006831,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
133,SYST-MOR-0006832,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
134,SYST-MOR-0006833,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
135,SYST-MOR-0006834,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
136,SYST-MOR-0006835,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
137,SYST-MOR-0006836,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
138,SYST-MOR-0006837,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
139,SYST-MOR-0006838,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
140,SYST-MOR-0006839,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.995653,0.004287,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
141,SYST-MOR-0006840,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
142,SYST-MOR-0006841,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
143,SYST-MOR-0006842,none,none,none,none,none,none,pure?,1,0,pure,0.999924,1.00E-05,1.00E-05,1.00E-05,1.60E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
144,SYST-MOR-0006843,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
145,SYST-MOR-0006844,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,0.008111,1.00E-05,1.00E-05,1.60E-05,0.924223,0.06761,1.00E-05,0.991833,TRUE
146,SYST-MOR-0006845,none,none,none,none,none,none,pure?,1,0,pure,0.99992,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.30E-05,1.60E-05,1.00E-05,2.90E-05,FALSE
147,SYST-MOR-0006846,none,none,none,none,none,none,pure?,1,0,pure,0.990348,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.009592,1.00E-05,1.00E-05,0.009602,FALSE
148,SYST-MOR-0006847,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
149,SYST-MOR-0006848,none,none,hybrid?,none,hybrid?,none,hybrid?,0,3,hybrid,0.806875,0.014739,1.00E-05,0.037335,0.066676,1.00E-05,1.00E-05,0.074346,2.00E-05,FALSE
150,SYST-MOR-0006849,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.993294,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.006646,1.00E-05,0.006656,FALSE
151,SYST-MOR-0006850,none,none,none,none,none,pure?,none,1,0,pure,0.009161,0.99055,0.000239,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
152,SYST-MOR-0006851,none,none,none,none,none,pure?,none,1,0,pure,0.006435,0.993505,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
153,SYST-MOR-0006852,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.960227,0.039713,1.00E-05,0.99994,TRUE
154,SYST-MOR-0006853,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.815082,0.184858,1.00E-05,0.99994,TRUE
155,SYST-MOR-0006854,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.804358,0.195582,1.00E-05,0.99994,TRUE
156,SYST-MOR-0006855,none,none,none,hybrid?,none,hybrid?,none,0,2,hybrid,1.00E-05,0.485839,1.00E-05,1.00E-05,1.00E-05,0.474248,0.039863,1.00E-05,0.514111,FALSE
157,SYST-MOR-0006856,none,none,none,none,none,none,pure?,1,0,pure,0.981734,0.005405,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.012811,1.00E-05,0.012821,FALSE
158,SYST-MOR-0006857,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.883674,0.116266,1.00E-05,0.99994,TRUE
159,SYST-MOR-0006858,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.967118,0.032822,1.00E-05,0.99994,TRUE
160,SYST-MOR-0006859,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
161,SYST-MOR-0006860,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
162,SYST-MOR-0006861,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.40E-05,0.978298,0.021638,1.00E-05,0.999936,TRUE
163,SYST-MOR-0006862,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.856444,0.143496,1.00E-05,0.99994,TRUE
164,SYST-MOR-0006863,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
165,SYST-MOR-0006864,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
166,SYST-MOR-0006865,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
167,SYST-MOR-0006866,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.948032,0.051908,1.00E-05,0.99994,TRUE
168,SYST-MOR-0006867,none,none,none,none,none,none,pure?,1,0,pure,0.999928,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.10E-05,1.00E-05,2.20E-05,FALSE
169,SYST-MOR-0006868,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
170,SYST-MOR-0006869,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.999928,1.00E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
171,SYST-MOR-0006870,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
172,SYST-MOR-0006871,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
173,SYST-MOR-0006872,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
174,SYST-MOR-0006873,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
175,SYST-MOR-0006874,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
176,SYST-MOR-0006875,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
177,SYST-MOR-0006876,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
178,SYST-MOR-0006877,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
179,SYST-MOR-0006878,none,none,none,pure?,none,none,none,1,0,pure,0.005652,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.994287,1.20E-05,1.00E-05,0.994299,TRUE
180,SYST-MOR-0006879,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
181,SYST-MOR-0006880,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
182,SYST-MOR-0006881,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
183,SYST-MOR-0006882,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
184,SYST-MOR-0006883,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
185,SYST-MOR-0006884,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
186,SYST-MOR-0006885,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.999924,1.00E-05,1.00E-05,1.60E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
187,SYST-MOR-0006886,none,none,none,none,none,none,pure?,1,0,pure,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
188,SYST-MOR-0006887,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.992075,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.007865,1.00E-05,0.007875,FALSE
189,SYST-MOR-0006888,none,none,none,none,none,none,pure?,1,0,pure,0.999928,1.00E-05,1.20E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
190,SYST-MOR-0006889,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
191,SYST-MOR-0006890,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.844559,0.155381,1.00E-05,0.99994,TRUE
192,SYST-MOR-0006891,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,0.004303,1.00E-05,0.0153,1.00E-05,0.771038,0.209319,1.00E-05,0.980357,TRUE
193,SYST-MOR-0006892,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.872716,0.127224,1.00E-05,0.99994,TRUE
194,SYST-MOR-0006893,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.788263,0.211677,1.00E-05,0.99994,TRUE
195,SYST-MOR-0006894,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.695037,0.304903,1.00E-05,0.99994,TRUE
196,SYST-MOR-0006895,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
197,SYST-MOR-0006896,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
198,SYST-MOR-0006897,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.772354,0.227586,1.00E-05,0.99994,TRUE
199,SYST-MOR-0006898,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
200,SYST-MOR-0006899,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.791707,0.208233,1.00E-05,0.99994,TRUE
201,SYST-MOR-0006900,none,none,none,none,none,pure?,none,1,0,pure,1.60E-05,0.992015,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.007919,1.00E-05,0.007929,FALSE
202,SYST-MOR-0006901,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
203,SYST-MOR-0006902,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
204,SYST-MOR-0006903,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.778301,0.221639,1.00E-05,0.99994,TRUE
205,SYST-MOR-0006904,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.742441,0.257499,1.00E-05,0.99994,TRUE
206,SYST-MOR-0006905,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
207,SYST-MOR-0006906,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.829957,0.169983,1.00E-05,0.99994,TRUE
208,SYST-MOR-0006907,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.875169,0.124771,1.00E-05,0.99994,TRUE
209,SYST-MOR-0006908,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.80E-05,0.886354,0.113578,1.00E-05,0.999932,TRUE
210,SYST-MOR-0006909,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.790955,0.208985,1.00E-05,0.99994,TRUE
211,SYST-MOR-0006910,none,none,none,none,none,pure?,none,1,0,pure,1.20E-05,0.999928,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
212,SYST-MOR-0006911,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.689946,0.309994,1.00E-05,0.99994,TRUE
213,SYST-MOR-0006912,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.90E-05,0.846157,0.153775,1.00E-05,0.999932,TRUE
214,SYST-MOR-0006913,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
215,SYST-MOR-0006914,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
216,SYST-MOR-0006915,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.999929,1.00E-05,1.00E-05,1.00E-05,1.10E-05,1.00E-05,1.00E-05,2.10E-05,FALSE
217,SYST-MOR-0006916,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
218,SYST-MOR-0006917,none,none,none,none,pure?,none,none,1,0,pure,1.00E-05,1.00E-05,0.00721,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99273,2.00E-05,FALSE
219,SYST-MOR-0006918,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
220,SYST-MOR-0006919,none,hybrid?,none,none,hybrid?,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.047823,0.444215,1.00E-05,1.00E-05,1.00E-05,0.507912,2.00E-05,TRUE
221,SYST-MOR-0006920,none,none,none,none,pure?,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,2.00E-05,FALSE
222,SYST-MOR-0006921,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.999927,1.30E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
223,SYST-MOR-0006922,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
224,SYST-MOR-0006923,hybrid?,none,none,none,hybrid?,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.528424,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.471516,2.00E-05,FALSE
225,SYST-MOR-0006924,none,none,none,none,pure?,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,2.00E-05,FALSE
226,SYST-MOR-0006925,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
227,SYST-MOR-0006926,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,0.005315,0.994625,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
228,SYST-MOR-0006927,none,pure?,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
229,SYST-MOR-0006928,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
230,SYST-MOR-0006929,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
231,SYST-MOR-0006930,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
232,SYST-MOR-0006931,none,none,none,none,none,pure?,none,1,0,pure,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,FALSE
233,SYST-MOR-0006932,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
234,SYST-MOR-0006933,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,0.99994,TRUE
235,SYST-MOR-0006934,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.933055,0.066885,1.00E-05,0.99994,TRUE
236,SYST-MOR-0006935,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.10E-05,0.995865,0.004074,1.00E-05,0.999939,TRUE
237,SYST-MOR-0006936,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.30E-05,1.00E-05,1.00E-05,1.00E-05,0.976284,0.023654,1.00E-05,0.999938,TRUE
238,SYST-MOR-0006937,none,none,none,pure?,none,none,none,1,0,pure,0.005157,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.994783,1.00E-05,0.994793,TRUE
239,SYST-MOR-0006938,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
240,SYST-MOR-0006939,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.989769,1.00E-05,1.00E-05,1.00E-05,0.010171,1.00E-05,0.010181,TRUE
241,SYST-MOR-0006940,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
242,SYST-MOR-0006941,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.998278,1.00E-05,1.00E-05,0.001662,1.00E-05,1.00E-05,0.001672,TRUE
243,SYST-MOR-0006942,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.085383,0.914557,1.00E-05,0.99994,TRUE
244,SYST-MOR-0006943,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.025814,0.974126,1.00E-05,0.99994,TRUE
245,SYST-MOR-0006944,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,0.99994,TRUE
246,SYST-MOR-0006945,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.004165,1.00E-05,0.995775,1.00E-05,0.995785,TRUE
247,SYST-MOR-0006946,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
248,SYST-MOR-0006947,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.007819,0.992121,1.00E-05,0.99994,TRUE
249,SYST-MOR-0006948,none,none,none,pure?,none,none,none,1,0,pure,1.10E-05,0.00503,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.994909,1.00E-05,0.994919,TRUE
250,SYST-MOR-0006949,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.542417,1.00E-05,1.00E-05,0.024038,0.433495,1.00E-05,0.457533,TRUE
251,SYST-MOR-0006950,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.995971,1.00E-05,1.30E-05,0.003966,1.00E-05,1.00E-05,0.003976,TRUE
252,SYST-MOR-0006951,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.45598,1.00E-05,1.00E-05,0.008621,0.535348,1.00E-05,0.543969,TRUE
253,SYST-MOR-0006952,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.527163,0.004238,1.00E-05,0.03868,0.429879,1.00E-05,0.468559,TRUE
254,SYST-MOR-0006953,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.923467,1.00E-05,1.00E-05,0.001598,0.074884,1.00E-05,0.076482,TRUE
255,SYST-MOR-0006954,hybrid?,none,none,hybrid?,none,none,none,0,2,hybrid,1.00E-05,1.00E-05,0.151702,1.00E-05,1.00E-05,0.012249,0.835999,1.00E-05,0.848248,TRUE
256,SYST-MOR-0006955,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,0.99994,TRUE
257,SYST-MOR-0006956,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,0.99994,TRUE
258,SYST-MOR-0006957,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.106467,0.893473,1.00E-05,0.99994,TRUE
259,SYST-MOR-0006958,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,0.99994,TRUE
260,SYST-MOR-0006959,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,0.99994,TRUE
261,SYST-MOR-0006960,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.99993,1.00E-05,0.99994,TRUE
262,SYST-MOR-0006961,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.80E-05,0.999922,1.00E-05,0.99994,TRUE
263,SYST-MOR-0006962,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,0.06107,0.93887,1.00E-05,0.99994,TRUE
264,SYST-MOR-0006963,none,none,none,pure?,none,none,none,1,0,pure,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.20E-05,1.00E-05,0.999928,1.00E-05,0.999938,TRUE
265,SYST-MOR-0006964,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,0.004303,0.995635,1.00E-05,1.00E-05,1.20E-05,1.00E-05,1.00E-05,2.20E-05,TRUE
266,SYST-MOR-0006965,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.99993,1.00E-05,1.00E-05,1.00E-05,1.00E-05,1.00E-05,2.00E-05,TRUE
267,SYST-MOR-0006966,pure?,none,none,none,none,none,none,1,0,pure,1.00E-05,1.00E-05,0.999925,1.00E-05,1.00E-05,1.00E-05,1.50E-05,1.00E-05,2.50E-05,TRUE
