V1	wc2.1_30s_bio_2	wc2.1_30s_bio_6	wc2.1_30s_bio_8	wc2.1_30s_bio_13	wc2.1_30s_bio_14	wc2.1_30s_bio_18
SYST-MOR-0007016.bam	11.6916666030884	-7.59999990463257	22.5166664123535	134	30	326
SYST-MOR-0007018.bam	11.6916666030884	-7.59999990463257	22.5166664123535	134	30	326
SYST-MOR-0007020.bam	11.7333335876465	-7.69999980926514	22.4333324432373	134	30	325
SYST-MOR-0007022.bam	11.7333335876465	-7.69999980926514	22.4333324432373	134	30	325
SYST-MOR-0007024.bam	11.7333335876465	-7.69999980926514	22.4333324432373	134	30	325
SYST-MOR-0007037.bam	12.9333333969116	-8.60000038146973	22.5166664123535	134	22	321
SYST-MOR-0007038.bam	12.9333333969116	-8.60000038146973	22.5166664123535	134	22	321
SYST-MOR-0007040.bam	12.9333333969116	-8.60000038146973	22.5166664123535	134	22	321
SYST-MOR-0007042.bam	12.9333333969116	-8.60000038146973	22.5166664123535	134	22	321
SYST-MOR-0007045.bam	12.9333333969116	-8.60000038146973	22.5166664123535	134	22	321
SYST-MOR-0007066.bam	9.90000057220459	-7.5	20.0833339691162	91	46	256
SYST-MOR-0007069.bam	9.90000057220459	-7.5	20.0833339691162	91	46	256
SYST-MOR-0007070.bam	9.90000057220459	-7.5	20.0833339691162	91	46	256
SYST-MOR-0007071.bam	10.2583332061768	-13.1000003814697	8.91666698455811	109	67	253
SYST-MOR-0007072.bam	10.2250003814697	-13	8.93333339691162	109	67	251
SYST-MOR-0007073.bam	10.2250003814697	-13	8.93333339691162	109	67	251
SYST-MOR-0007076.bam	10.2250003814697	-13	8.93333339691162	109	67	251
SYST-MOR-0007085.bam	11.9416666030884	-12.8000001907349	18.6833324432373	100	50	264
SYST-MOR-0007086.bam	11.9416666030884	-12.8000001907349	18.6833324432373	100	50	264
SYST-MOR-0007112.bam	12.2916669845581	-11.1000003814697	17.5666675567627	109	76	313
