File	Sample	samtools	readsmapped	read1	read2	properly_paired	pairsmapped	singleton	mateondifcsome	mateHQondifcsome (mapQ>=5)
SYST-MOR-0007059.bam	SYST-MOR-0007059	samtools 1.21	90840351	45690769	45149582	77890016	84635952	6204399	2590086	796027
SYST-MOR-0007060.bam	SYST-MOR-0007060	samtools 1.21	100370842	50443214	49927628	89278108	94440432	5930410	2066310	600558
SYST-MOR-0007061.bam	SYST-MOR-0007061	samtools 1.21	118275480	59503741	58771739	98122172	111490956	6784524	4547078	1523217
SYST-MOR-0006719.bam	SYST-MOR-0006719	samtools 1.21	98182135	49510870	48671265	79012916	91202912	6979223	4319936	1314143
SYST-MOR-0007062.bam	SYST-MOR-0007062	samtools 1.21	111122182	55957214	55164968	91638194	103768386	7353796	4222606	1364473
SYST-MOR-0007063.bam	SYST-MOR-0007063	samtools 1.21	97294140	49070968	48223172	77690410	90806064	6488076	4414534	1428951
SYST-MOR-0007064.bam	SYST-MOR-0007064	samtools 1.21	124836868	62868445	61968423	99961290	116393190	8443678	5529790	1819139
SYST-MOR-0007065.bam	SYST-MOR-0007065	samtools 1.21	105195455	53060907	52134548	84200006	97466546	7728909	4547660	1464721
SYST-MOR-0007066.bam	SYST-MOR-0007066	samtools 1.21	71733770	36186508	35547262	58257406	66568668	5165102	2955934	923701
SYST-MOR-0007067.bam	SYST-MOR-0007067	samtools 1.21	88004298	44361732	43642566	71358458	81601110	6403188	3659940	1191047
SYST-MOR-0007068.bam	SYST-MOR-0007068	samtools 1.21	102161375	51347286	50814089	90774180	96044390	6116985	2060352	618126
SYST-MOR-0007069.bam	SYST-MOR-0007069	samtools 1.21	106472246	53671885	52800361	86146854	99793870	6678376	4689828	1517307
SYST-MOR-0007070.bam	SYST-MOR-0007070	samtools 1.21	72534549	36514182	36020367	60702614	67713800	4820749	2508328	784964
SYST-MOR-0007071.bam	SYST-MOR-0007071	samtools 1.21	121801886	61360803	60441083	101146316	114555902	7245984	4636860	1531614
SYST-MOR-0006720.bam	SYST-MOR-0006720	samtools 1.21	86868788	43827161	43041627	70732728	80050560	6818228	3832796	1032624
SYST-MOR-0007072.bam	SYST-MOR-0007072	samtools 1.21	82971220	41852357	41118863	66547336	77246128	5725092	3701710	1246300
SYST-MOR-0007073.bam	SYST-MOR-0007073	samtools 1.21	106261604	53586143	52675461	86068830	98800680	7460924	4566372	1397950
SYST-MOR-0007074.bam	SYST-MOR-0007074	samtools 1.21	99698968	50258989	49439979	82696446	92728176	6970792	3663598	1170674
SYST-MOR-0007075.bam	SYST-MOR-0007075	samtools 1.21	80637385	40599503	40037882	69570436	75316824	5320561	2179994	686589
SYST-MOR-0007076.bam	SYST-MOR-0007076	samtools 1.21	112969458	56737894	56231564	101850372	106609544	6359914	1972468	564557
SYST-MOR-0007077.bam	SYST-MOR-0007077	samtools 1.21	87197945	43946691	43251254	72368854	81734500	5463445	3228490	1079909
SYST-MOR-0007078.bam	SYST-MOR-0007078	samtools 1.21	96472586	48661792	47810794	78240160	90179662	6292924	4079786	1395920
SYST-MOR-0007079.bam	SYST-MOR-0007079	samtools 1.21	111253727	56052172	55201555	91532018	103969526	7284201	4179102	1355567
SYST-MOR-0007080.bam	SYST-MOR-0007080	samtools 1.21	84539826	42706119	41833707	66100598	78322548	6217278	4072266	1342452
SYST-MOR-0007081.bam	SYST-MOR-0007081	samtools 1.21	106145434	53544749	52600685	85625594	98596216	7549218	4652014	1543767
SYST-MOR-0006721.bam	SYST-MOR-0006721	samtools 1.21	81234203	40982819	40251384	66468694	75236432	5997771	3227442	953176
SRR14632924.bam	SRR14632924	samtools 1.21	242486442	122715059	119771383	191710096	224897456	17588986	17120684	4662806
SYST-MOR-0007082.bam	SYST-MOR-0007082	samtools 1.21	188453882	94930130	93523752	155968786	175023414	13430468	6857630	2223335
SYST-MOR-0007083.bam	SYST-MOR-0007083	samtools 1.21	86053991	43359982	42694009	69211388	79611220	6442771	3736334	1182048
SYST-MOR-0007084.bam	SYST-MOR-0007084	samtools 1.21	75938143	38132573	37805570	67990274	71625144	4312999	1453458	425801
SYST-MOR-0007085.bam	SYST-MOR-0007085	samtools 1.21	80209685	40428445	39781240	66170472	74778782	5430903	3064518	983894
SYST-MOR-0007086.bam	SYST-MOR-0007086	samtools 1.21	89050457	44940959	44109498	71622444	82881368	6169089	3962852	1257870
SYST-MOR-0007087.bam	SYST-MOR-0007087	samtools 1.21	99478842	50121928	49356914	82036148	92698064	6780778	3700040	1193833
SYST-MOR-0007088.bam	SYST-MOR-0007088	samtools 1.21	112433750	56655231	55778519	92859266	104706344	7727406	4193074	1316860
SYST-MOR-0007089.bam	SYST-MOR-0007089	samtools 1.21	85556967	43182721	42374246	68326996	79378480	6178487	3840340	1256260
SYST-MOR-0007090.bam	SYST-MOR-0007090	samtools 1.21	102653083	51669990	50983093	84821974	95648690	7004393	3954090	1355896
SYST-MOR-0007091.bam	SYST-MOR-0007091	samtools 1.21	94296161	47502677	46793484	77885156	87688008	6608153	3446648	1095965
SYST-MOR-0006722.bam	SYST-MOR-0006722	samtools 1.21	85359147	42918685	42440462	73481434	79758846	5600301	2508872	718689
SYST-MOR-0007092.bam	SYST-MOR-0007092	samtools 1.21	98795662	49691517	49104145	85762126	92609840	6185822	2633486	826744
SYST-MOR-0007093.bam	SYST-MOR-0007093	samtools 1.21	82714996	41549980	41165016	72094364	77626736	5088260	2114212	651638
SYST-MOR-0007094.bam	SYST-MOR-0007094	samtools 1.21	111682683	56461202	55221481	82137862	102794286	8888397	6882040	2321491
SYST-MOR-0007095.bam	SYST-MOR-0007095	samtools 1.21	86588238	43528642	43059596	71734716	80830440	5757798	3238912	1049008
SYST-MOR-0007096.bam	SYST-MOR-0007096	samtools 1.21	73899142	37258435	36640707	60784214	68604020	5295122	2837456	894687
SYST-MOR-0007097.bam	SYST-MOR-0007097	samtools 1.21	106981227	53849596	53131631	90473958	99664868	7316359	3320252	1038365
SYST-MOR-0007098.bam	SYST-MOR-0007098	samtools 1.21	84783199	42651214	42131985	73448810	79103990	5679209	2212956	666510
SYST-MOR-0007099.bam	SYST-MOR-0007099	samtools 1.21	97282400	48936190	48346210	83406342	90858862	6423538	2861100	904142
SYST-MOR-0007100.bam	SYST-MOR-0007100	samtools 1.21	59328854	29876336	29452518	47975094	54967118	4361736	2590088	849717
SYST-MOR-0007101.bam	SYST-MOR-0007101	samtools 1.21	92894005	46682389	46211616	84033754	87483666	5410339	1487798	416752
SYST-MOR-0006723.bam	SYST-MOR-0006723	samtools 1.21	100814952	50767132	50047820	83953048	93798320	7016632	3693878	1111548
SYST-MOR-0007102.bam	SYST-MOR-0007102	samtools 1.21	126574517	63708744	62865773	108442200	118080236	8494281	3673150	1152308
SYST-MOR-0007103.bam	SYST-MOR-0007103	samtools 1.21	155112569	78036400	77076169	132031780	144883854	10228715	4677876	1471885
SYST-MOR-0007104.bam	SYST-MOR-0007104	samtools 1.21	73429429	36970852	36458577	61625724	68308264	5121165	2595508	803542
SYST-MOR-0007105.bam	SYST-MOR-0007105	samtools 1.21	86365405	43473172	42892233	74903322	80642108	5723297	2217730	670925
SYST-MOR-0007106.bam	SYST-MOR-0007106	samtools 1.21	80143268	40355877	39787391	65762914	74147620	5995648	3081142	982061
SYST-MOR-0007107.bam	SYST-MOR-0007107	samtools 1.21	108226893	54549271	53677622	87386978	99963454	8263439	4556198	1462039
SYST-MOR-0007108.bam	SYST-MOR-0007108	samtools 1.21	101305838	50988104	50317734	86801450	94253168	7052670	2911054	884797
SYST-MOR-0007109.bam	SYST-MOR-0007109	samtools 1.21	108400769	54606443	53794326	91439598	101088066	7312703	3458656	1109204
SYST-MOR-0007110.bam	SYST-MOR-0007110	samtools 1.21	85285927	42969116	42316811	69992856	79009232	6276695	3378906	1047474
SYST-MOR-0007111.bam	SYST-MOR-0007111	samtools 1.21	80975415	40742214	40233201	66973002	75014928	5960487	2982966	967566
SYST-MOR-0006724.bam	SYST-MOR-0006724	samtools 1.21	108634713	54669493	53965220	93076008	101232692	7402021	3224988	931587
SYST-MOR-0007112.bam	SYST-MOR-0007112	samtools 1.21	66368936	33438044	32930892	53867596	61529986	4838950	2690642	865080
SYST-MOR-0007113.bam	SYST-MOR-0007113	samtools 1.21	82056663	41293878	40762785	69133556	76335852	5720811	2692676	823835
SYST-MOR-0007114.bam	SYST-MOR-0007114	samtools 1.21	86206391	43471986	42734405	71076200	79974670	6231721	3277504	1028791
SYST-MOR-0007115.bam	SYST-MOR-0007115	samtools 1.21	77344158	38968625	38375533	62448488	71690602	5653556	3275112	1045733
SYST-MOR-0007116.bam	SYST-MOR-0007116	samtools 1.21	81026330	40878667	40147663	64875032	75065626	5960704	3598572	1166113
SYST-MOR-0007117.bam	SYST-MOR-0007117	samtools 1.21	100646639	50656658	49989981	85841988	93840862	6805777	3019910	960415
SYST-MOR-0007118.bam	SYST-MOR-0007118	samtools 1.21	81663258	41180437	40482821	66469018	75744090	5919168	3330040	1071399
SYST-MOR-0007119.bam	SYST-MOR-0007119	samtools 1.21	71735678	36137726	35597952	56693770	66465100	5270578	3550538	1057224
SYST-MOR-0007120.bam	SYST-MOR-0007120	samtools 1.21	85189156	42863794	42325362	71050150	79295144	5894012	3017974	925043
SYST-MOR-0007121.bam	SYST-MOR-0007121	samtools 1.21	82108187	41335463	40772724	67939896	76259148	5849039	3015318	930517
SYST-MOR-0006725.bam	SYST-MOR-0006725	samtools 1.21	99578816	50343352	49235464	78062236	91910226	7668590	4897002	1504673
SYST-MOR-0007122.bam	SYST-MOR-0007122	samtools 1.21	100691047	50795600	49895447	79783076	93162254	7528793	4645282	1479854
SYST-MOR-0007123.bam	SYST-MOR-0007123	samtools 1.21	109473071	55115106	54357965	91535278	101852332	7620739	3867330	1208988
SYST-MOR-0007124.bam	SYST-MOR-0007124	samtools 1.21	101028017	50854828	50173189	85481532	94033164	6994853	3164416	976503
SYST-MOR-0007125.bam	SYST-MOR-0007125	samtools 1.21	96688532	48731808	47956724	78410848	89949296	6739236	4040422	1300956
SYST-MOR-0007126.bam	SYST-MOR-0007126	samtools 1.21	95785359	48383964	47401395	79056614	88821624	6963735	3540632	1126805
SYST-MOR-0007127.bam	SYST-MOR-0007127	samtools 1.21	85076881	42896983	42179898	67880178	78861884	6214997	3884128	1264924
SYST-MOR-0007128.bam	SYST-MOR-0007128	samtools 1.21	97968093	49463278	48504815	76998594	90621118	7346975	4618540	1461968
SYST-MOR-0007129.bam	SYST-MOR-0007129	samtools 1.21	85299522	42909860	42389662	72582600	79223210	6076312	2554204	720448
SYST-MOR-0007130.bam	SYST-MOR-0007130	samtools 1.21	66430213	33499268	32930945	53460866	61482416	4947797	2831226	870039
SYST-MOR-0007131.bam	SYST-MOR-0007131	samtools 1.21	74850374	37768561	37081813	59766156	68474610	6375764	3177926	903145
SYST-MOR-0006726.bam	SYST-MOR-0006726	samtools 1.21	97183016	49025645	48157371	77659826	89844776	7338240	4344626	1340429
SYST-MOR-0007132.bam	SYST-MOR-0007132	samtools 1.21	86873195	43696313	43176882	75186522	81117752	5755443	2314890	667160
SYST-MOR-0007133.bam	SYST-MOR-0007133	samtools 1.21	88991885	44917366	44074519	70664550	82233030	6758855	4053746	1179959
SYST-MOR-0007134.bam	SYST-MOR-0007134	samtools 1.21	127608673	64417451	63191222	101967286	117930568	9678105	5657388	1665570
SYST-MOR-0007135.bam	SYST-MOR-0007135	samtools 1.21	116938897	59071680	57867217	90130124	108384414	8554483	6103928	1988328
SYST-MOR-0007136.bam	SYST-MOR-0007136	samtools 1.21	91827097	46440820	45386277	70600462	83893188	7933909	4633638	1355027
SYST-MOR-0007137.bam	SYST-MOR-0007137	samtools 1.21	63344117	31909911	31434206	50652314	58603462	4740655	2799508	884169
SYST-MOR-0007138.bam	SYST-MOR-0007138	samtools 1.21	92727403	46726491	46000912	73254184	85472602	7254801	4370164	1259024
SYST-MOR-0007139.bam	SYST-MOR-0007139	samtools 1.21	95831568	48385393	47446175	75739616	87805730	8025838	4304546	1219292
SYST-MOR-0007140.bam	SYST-MOR-0007140	samtools 1.21	77231410	38950753	38280657	61802542	71552358	5679052	3376682	1090065
SYST-MOR-0007141.bam	SYST-MOR-0007141	samtools 1.21	146571488	73959478	72612010	117381894	136294544	10276944	6456090	2083058
SYST-MOR-0006727.bam	SYST-MOR-0006727	samtools 1.21	82155735	41376644	40779091	65943810	76002456	6153279	3812560	1126928
SYST-MOR-0007142.bam	SYST-MOR-0007142	samtools 1.21	94346897	47682588	46664309	74076462	87253788	7093109	4535910	1466683
SYST-MOR-0007143.bam	SYST-MOR-0007143	samtools 1.21	97911974	49381845	48530129	75619868	90671536	7240438	4998830	1587162
SYST-MOR-0007144.bam	SYST-MOR-0007144	samtools 1.21	82213022	41384995	40828027	63816914	76324064	5888958	4124428	1316983
SYST-MOR-0007145.bam	SYST-MOR-0007145	samtools 1.21	70439993	35665700	34774293	55377852	64194684	6245309	3123064	886677
SYST-MOR-0007146.bam	SYST-MOR-0007146	samtools 1.21	65764491	33207205	32557286	51813002	60699990	5064501	2983038	972905
SYST-MOR-0007147.bam	SYST-MOR-0007147	samtools 1.21	90401294	45648019	44753275	71002254	83027108	7374186	4208540	1240003
SYST-MOR-0007148.bam	SYST-MOR-0007148	samtools 1.21	94540279	47697467	46842812	76012734	87502102	7038177	3959094	1264957
SYST-MOR-0007149.bam	SYST-MOR-0007149	samtools 1.21	103759542	52297499	51462043	86666298	96663136	7096406	3486034	1079155
SYST-MOR-0007150.bam	SYST-MOR-0007150	samtools 1.21	96922573	49041576	47880997	75697622	89662174	7260399	4739570	1505726
SYST-MOR-0007151.bam	SYST-MOR-0007151	samtools 1.21	86799894	43846012	42953882	67605834	80206242	6593652	4228774	1404406
SYST-MOR-0006728.bam	SYST-MOR-0006728	samtools 1.21	81767919	41263393	40504526	64494500	75445382	6322537	3986964	1221448
SYST-MOR-0007152.bam	SYST-MOR-0007152	samtools 1.21	103938413	52516570	51421843	81076776	96013130	7925283	5024256	1627054
SYST-MOR-0007153.bam	SYST-MOR-0007153	samtools 1.21	89721491	45258150	44463341	70147478	82499542	7221949	4211148	1365824
SYST-MOR-0007154.bam	SYST-MOR-0007154	samtools 1.21	91112333	45942371	45169962	71478884	84404164	6708169	4332706	1416869
SYST-MOR-0007155.bam	SYST-MOR-0007155	samtools 1.21	121548608	61299150	60249458	97219966	112548070	9000538	5160346	1636939
SYST-MOR-0007156.bam	SYST-MOR-0007156	samtools 1.21	103013172	51940415	51072757	83905718	95363334	7649838	4162202	1268591
SYST-MOR-0007157.bam	SYST-MOR-0007157	samtools 1.21	95184646	47884930	47299716	81715364	88638598	6546048	2608422	763825
SYST-MOR-0007158.bam	SYST-MOR-0007158	samtools 1.21	65050653	32795797	32254856	53252748	60086174	4964479	2471500	722297
SYST-MOR-0007159.bam	SYST-MOR-0007159	samtools 1.21	84515926	42674196	41841730	66501860	78138730	6377196	3966290	1278896
SYST-MOR-0007160.bam	SYST-MOR-0007160	samtools 1.21	81217069	41013708	40203361	65022086	74766394	6450675	3556438	1039568
SYST-MOR-0007161.bam	SYST-MOR-0007161	samtools 1.21	79509864	40168700	39341164	61145520	73103142	6406722	4108768	1295806
SYST-MOR-0006729.bam	SYST-MOR-0006729	samtools 1.21	90900439	45850449	45049990	72410768	84108508	6791931	4298254	1320392
SYST-MOR-0007162.bam	SYST-MOR-0007162	samtools 1.21	71189738	35916553	35273185	58939638	65446018	5743720	2483778	689084
SYST-MOR-0007163.bam	SYST-MOR-0007163	samtools 1.21	87481357	44049246	43432111	70031470	80951036	6530321	3802512	1205803
SYST-MOR-0007164.bam	SYST-MOR-0007164	samtools 1.21	84836413	42703746	42132667	71883530	78846784	5989629	2632630	791406
SYST-MOR-0007165.bam	SYST-MOR-0007165	samtools 1.21	101333819	51035975	50297844	85820802	93809166	7524653	2968728	837402
SYST-MOR-0007166.bam	SYST-MOR-0007166	samtools 1.21	71461295	36037450	35423845	58237088	65965458	5495837	2844388	860954
SYST-MOR-0007167.bam	SYST-MOR-0007167	samtools 1.21	69159707	34926075	34233632	54338724	63540488	5619219	3232422	928003
SYST-MOR-0007168.bam	SYST-MOR-0007168	samtools 1.21	78073531	39282374	38791157	62132928	72356212	5717319	3551172	1095163
SYST-MOR-0007169.bam	SYST-MOR-0007169	samtools 1.21	74106770	37333149	36773621	59951796	68150704	5956066	2960236	834572
SYST-MOR-0007170.bam	SYST-MOR-0007170	samtools 1.21	91582776	46234969	45347807	73231774	83961260	7621516	3779556	1103103
SYST-MOR-0007171.bam	SYST-MOR-0007171	samtools 1.21	83140423	41817795	41322628	71071160	77457786	5682637	2478446	750836
SYST-MOR-0006730.bam	SYST-MOR-0006730	samtools 1.21	93112831	47035561	46077270	74591582	86262000	6850831	4144284	1282382
SYST-MOR-0007172.bam	SYST-MOR-0007172	samtools 1.21	92658454	46692275	45966179	75983534	85187892	7470562	3395588	958211
SYST-MOR-0007173.bam	SYST-MOR-0007173	samtools 1.21	109233760	55029244	54204516	89757528	100764424	8469336	4069050	1165433
SYST-MOR-0007174.bam	SYST-MOR-0007174	samtools 1.21	96543990	48656749	47887241	78865084	89714254	6829736	3983896	1265704
SYST-MOR-0007175.bam	SYST-MOR-0007175	samtools 1.21	89285082	45053972	44231110	73204632	82138894	7146188	3287106	931317
SYST-MOR-0007176.bam	SYST-MOR-0007176	samtools 1.21	85593836	43067418	42526418	69584652	79625124	5968712	3597014	1150038
SYST-MOR-0007177.bam	SYST-MOR-0007177	samtools 1.21	62666122	31476842	31189280	53240860	58353494	4312628	1958824	605653
SYST-MOR-0007178.bam	SYST-MOR-0007178	samtools 1.21	101573956	51160154	50413802	83567580	93511178	8062778	3762426	1066502
SYST-MOR-0007179.bam	SYST-MOR-0007179	samtools 1.21	95102371	47909006	47193365	80334314	88407754	6694617	3021134	926570
SYST-MOR-0007180.bam	SYST-MOR-0007180	samtools 1.21	82138468	41413962	40724506	70048852	77091562	5046906	2462840	737527
SYST-MOR-0007181.bam	SYST-MOR-0007181	samtools 1.21	88556396	44678222	43878174	71223900	82024420	6531976	3792248	1217245
SYST-MOR-0006731.bam	SYST-MOR-0006731	samtools 1.21	80465307	40581028	39884279	63584392	74481590	5983717	4086472	1261442
SRR14632927.bam	SRR14632927	samtools 1.21	176786117	89024249	87761868	151198316	166428492	10357625	7700544	2041586
SYST-MOR-0007182.bam	SYST-MOR-0007182	samtools 1.21	150166146	75681207	74484939	123299580	139510560	10655586	5791020	1812485
SYST-MOR-0007183.bam	SYST-MOR-0007183	samtools 1.21	98698011	49714339	48983672	80948166	91715004	6983007	3839482	1267639
SYST-MOR-0007184.bam	SYST-MOR-0007184	samtools 1.21	118216672	59605094	58611578	95854642	109814584	8402088	4784206	1562878
SYST-MOR-0007185.bam	SYST-MOR-0007185	samtools 1.21	104013006	52344279	51668727	87970462	96966282	7046724	3245960	1000206
SYST-MOR-0007186.bam	SYST-MOR-0007186	samtools 1.21	72355182	36383130	35972052	59087428	67333800	5021382	2820868	925271
SYST-MOR-0007187.bam	SYST-MOR-0007187	samtools 1.21	75267562	37908650	37358912	62555928	69725334	5542228	2622380	798813
SYST-MOR-0007188.bam	SYST-MOR-0007188	samtools 1.21	88285727	44442852	43842875	74174442	82141312	6144415	2946778	908380
SYST-MOR-0007189.bam	SYST-MOR-0007189	samtools 1.21	116296328	58521071	57775257	99424038	108573224	7723104	3418514	1052368
SYST-MOR-0007190.bam	SYST-MOR-0007190	samtools 1.21	91444032	46010753	45433279	77599680	85326104	6117928	2920932	876823
SYST-MOR-0007191.bam	SYST-MOR-0007191	samtools 1.21	81548345	41066261	40482084	68377330	75853982	5694363	2752308	817419
SYST-MOR-0006732.bam	SYST-MOR-0006732	samtools 1.21	92574110	46690860	45883250	74711502	85867820	6706290	3877352	1227175
SYST-MOR-0007192.bam	SYST-MOR-0007192	samtools 1.21	101734082	51067603	50666479	85572686	95073592	6660490	3334784	1045969
SYST-MOR-0007193.bam	SYST-MOR-0007193	samtools 1.21	117034156	58802418	58231738	100161538	109208684	7825472	3390294	1050298
SYST-MOR-0007194.bam	SYST-MOR-0007194	samtools 1.21	76888420	38669516	38218904	65546514	71500880	5387540	2257838	672871
SYST-MOR-0007195.bam	SYST-MOR-0007195	samtools 1.21	88024339	44322193	43702146	74084252	81974696	6049643	2799996	887967
SYST-MOR-0007196.bam	SYST-MOR-0007196	samtools 1.21	92406765	46501115	45905650	77760718	85753262	6653503	3007994	908553
SYST-MOR-0007197.bam	SYST-MOR-0007197	samtools 1.21	136435192	68512926	67922266	123407430	128685840	7749352	2229426	628748
SYST-MOR-0007198.bam	SYST-MOR-0007198	samtools 1.21	102616062	51614305	51001757	87430394	95868342	6747720	3122462	971277
SYST-MOR-0007199.bam	SYST-MOR-0007199	samtools 1.21	124125645	62465594	61660051	105016752	115321010	8804635	3903134	1161261
SYST-MOR-0007200.bam	SYST-MOR-0007200	samtools 1.21	100900276	50915291	49984985	78545550	93178614	7721662	5215118	1588395
SYST-MOR-0007201.bam	SYST-MOR-0007201	samtools 1.21	112389797	56586575	55803222	94532104	104652920	7736877	3708974	1135967
SYST-MOR-0006733.bam	SYST-MOR-0006733	samtools 1.21	102075904	51593667	50482237	78929936	94037684	8038220	5252586	1725292
SYST-MOR-0007202.bam	SYST-MOR-0007202	samtools 1.21	137837741	69290130	68547611	116847382	128254038	9583703	4430892	1335704
SYST-MOR-0007203.bam	SYST-MOR-0007203	samtools 1.21	101822611	51208432	50614179	86615816	94707024	7115587	3154196	944852
SYST-MOR-0007204.bam	SYST-MOR-0007204	samtools 1.21	100875000	50808715	50066285	80791566	93171868	7703132	4535256	1384861
SYST-MOR-0007205.bam	SYST-MOR-0007205	samtools 1.21	105591083	53143981	52447102	89135540	98100882	7490201	3393436	1062741
SYST-MOR-0007206.bam	SYST-MOR-0007206	samtools 1.21	98560952	49611116	48949836	83869714	91888664	6672288	3094118	936863
SYST-MOR-0007207.bam	SYST-MOR-0007207	samtools 1.21	102481756	51652390	50829366	85128366	95263550	7218206	3774310	1188943
SYST-MOR-0007208.bam	SYST-MOR-0007208	samtools 1.21	93613119	47200385	46412734	75724584	86574454	7038665	3924946	1261596
SYST-MOR-0007209.bam	SYST-MOR-0007209	samtools 1.21	102442461	51512980	50929481	86530310	95327582	7114879	3342108	1005580
SYST-MOR-0007210.bam	SYST-MOR-0007210	samtools 1.21	105659158	53234222	52424936	85954350	97645142	8014016	4215348	1319768
SYST-MOR-0007211.bam	SYST-MOR-0007211	samtools 1.21	110959791	55781134	55178657	95129030	103597746	7362045	3178122	963289
SYST-MOR-0006734.bam	SYST-MOR-0006734	samtools 1.21	103795935	52456005	51339930	81451330	96223260	7572675	5666674	1666196
SYST-MOR-0007212.bam	SYST-MOR-0007212	samtools 1.21	104944504	52885989	52058515	84488462	96943622	8000882	4525760	1370999
SYST-MOR-0007213.bam	SYST-MOR-0007213	samtools 1.21	109084580	54922586	54161994	91905510	101361778	7722802	3546352	1051319
SYST-MOR-0007214.bam	SYST-MOR-0007214	samtools 1.21	94144371	47434575	46709796	77490170	87389016	6755355	3632066	1069799
SYST-MOR-0007215.bam	SYST-MOR-0007215	samtools 1.21	110456502	55681369	54775133	90422014	102203064	8253438	4263090	1352448
SYST-MOR-0007216.bam	SYST-MOR-0007216	samtools 1.21	106358763	53608199	52750564	85170244	98655136	7703627	4714450	1485108
SYST-MOR-0007217.bam	SYST-MOR-0007217	samtools 1.21	80414195	40484792	39929403	68039128	74929440	5484755	2525934	774435
SYST-MOR-0007218.bam	SYST-MOR-0007218	samtools 1.21	92801504	46743162	46058342	75716092	85887514	6913990	3712708	1196322
SYST-MOR-0007219.bam	SYST-MOR-0007219	samtools 1.21	108815822	54791003	54024819	89870594	101050014	7765808	4123620	1259175
SYST-MOR-0007220.bam	SYST-MOR-0007220	samtools 1.21	89996608	45372533	44624075	72385856	83255804	6740804	3902506	1219491
SYST-MOR-0007221.bam	SYST-MOR-0007221	samtools 1.21	111898625	56458990	55439635	87889504	103678206	8220419	5663070	1721485
SYST-MOR-0006735.bam	SYST-MOR-0006735	samtools 1.21	81286069	40979325	40306744	63730546	75233874	6052195	4119682	1254945
SYST-MOR-0007222.bam	SYST-MOR-0007222	samtools 1.21	96034041	48417739	47616302	76534836	88996274	7037767	4454278	1395775
SYST-MOR-0007223.bam	SYST-MOR-0007223	samtools 1.21	107638326	54285171	53353155	86488636	99738252	7900074	4647604	1498235
SYST-MOR-0007224.bam	SYST-MOR-0007224	samtools 1.21	86736229	43709423	43026806	71005452	80442494	6293735	3428128	1097994
SYST-MOR-0007225.bam	SYST-MOR-0007225	samtools 1.21	99696991	50231498	49465493	86139860	92665496	7031495	2615376	765418
SYST-MOR-0007226.bam	SYST-MOR-0007226	samtools 1.21	92096098	46447244	45648854	74604462	85153594	6942504	3794654	1192250
SYST-MOR-0007227.bam	SYST-MOR-0007227	samtools 1.21	110481611	55615021	54866590	89875356	102317894	8163717	4562184	1413550
SYST-MOR-0007228.bam	SYST-MOR-0007228	samtools 1.21	92062818	46309341	45753477	78877352	85946106	6116712	2596592	802750
SYST-MOR-0007229.bam	SYST-MOR-0007229	samtools 1.21	145630270	73356760	72273510	119703766	135932714	9697556	5768018	1774423
SYST-MOR-0007230.bam	SYST-MOR-0007230	samtools 1.21	151321128	76345547	74975581	122484246	140816240	10504888	6352850	1958769
SYST-MOR-0007231.bam	SYST-MOR-0007231	samtools 1.21	112350310	56683259	55667051	90283496	104054036	8296274	4671494	1464936
SYST-MOR-0006736.bam	SYST-MOR-0006736	samtools 1.21	78352377	39499304	38853073	62829788	72692868	5659509	3509104	1092668
SYST-MOR-0007232.bam	SYST-MOR-0007232	samtools 1.21	103255041	52085215	51169826	81373370	95552826	7702215	4777426	1549090
SYST-MOR-0007233.bam	SYST-MOR-0007233	samtools 1.21	91661548	46236863	45424685	72931596	84617128	7044420	4101100	1306302
SYST-MOR-0007234.bam	SYST-MOR-0007234	samtools 1.21	94375104	47472041	46903063	79376826	87668750	6706354	3189714	979521
SYST-MOR-0007235.bam	SYST-MOR-0007235	samtools 1.21	157008593	79104947	77903646	131733500	145740844	11267749	5332862	1610714
SYST-MOR-0007236.bam	SYST-MOR-0007236	samtools 1.21	88676123	44640648	44035475	75085984	83228110	5448013	2836026	888571
SYST-MOR-0007237.bam	SYST-MOR-0007237	samtools 1.21	45886851	23223676	22663175	32877360	42350010	3536841	3109354	1023585
SYST-MOR-0007238.bam	SYST-MOR-0007238	samtools 1.21	129875461	65609029	64266432	100502342	120428368	9447093	6736790	2203419
SYST-MOR-0007239.bam	SYST-MOR-0007239	samtools 1.21	114049094	57570152	56478942	89398834	105873834	8175260	5634550	1834048
SYST-MOR-0007240.bam	SYST-MOR-0007240	samtools 1.21	104265036	52647062	51617974	80762482	96465718	7799318	5324178	1778451
SYST-MOR-0007241.bam	SYST-MOR-0007241	samtools 1.21	94445912	47535342	46910570	78993262	87689446	6756466	3215042	985800
SYST-MOR-0006737.bam	SYST-MOR-0006737	samtools 1.21	84086636	42426234	41660402	65772720	77707796	6378840	4495864	1422068
SYST-MOR-0007242.bam	SYST-MOR-0007242	samtools 1.21	106714386	53794781	52919605	84366440	98702320	8012066	4994952	1567945
SYST-MOR-0007243.bam	SYST-MOR-0007243	samtools 1.21	108275098	54445237	53829861	95192422	101360142	6914956	2484460	715298
SYST-MOR-0007244.bam	SYST-MOR-0007244	samtools 1.21	104561716	52551937	52009779	91065734	97964222	6597494	2621098	777644
SYST-MOR-0007245.bam	SYST-MOR-0007245	samtools 1.21	117563498	59235703	58327795	96324408	109494384	8069114	4592224	1532813
SYST-MOR-0007246.bam	SYST-MOR-0007246	samtools 1.21	149051020	75098488	73952532	120499626	138885794	10165226	6372076	1987763
